Id,App,Name,Description,MainWindowTitle,StartTime,EndTime,Path
16400,,ApplicationFrameHost,Application Frame Host,Netflix,11-Jul-21 7:25:32 PM,2021-07-11T19:50:48,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T19:50:48,2021-07-11T19:51:20,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T19:51:20,2021-07-11T19:51:52,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T19:51:52,2021-07-11T19:52:24,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T19:52:24,2021-07-11T19:52:56,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T19:52:56,2021-07-11T19:53:28,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T19:53:28,2021-07-11T19:54:00,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T19:54:00,2021-07-11T19:54:32,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T19:54:32,2021-07-11T19:55:04,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T19:55:04,2021-07-11T19:55:36,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T19:55:36,2021-07-11T19:56:08,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T19:56:08,2021-07-11T19:56:41,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T19:56:41,2021-07-11T19:57:35,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T19:57:35,2021-07-11T19:58:27,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T19:58:27,2021-07-11T19:59:19,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T19:59:19,2021-07-11T19:59:51,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T19:59:51,2021-07-11T20:00:23,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:00:23,2021-07-11T20:00:55,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:00:55,2021-07-11T20:01:27,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:01:27,2021-07-11T20:01:59,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:01:59,2021-07-11T20:02:31,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:02:31,2021-07-11T20:03:03,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:03:03,2021-07-11T20:03:35,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:03:35,2021-07-11T20:04:07,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:04:07,2021-07-11T20:04:39,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:04:39,2021-07-11T20:05:11,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:05:11,2021-07-11T20:05:43,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:05:43,2021-07-11T20:06:15,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:06:15,2021-07-11T20:06:47,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:06:47,2021-07-11T20:07:19,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:07:19,2021-07-11T20:07:51,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:07:51,2021-07-11T20:08:23,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:08:23,2021-07-11T20:08:55,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:08:55,2021-07-11T20:09:27,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:09:27,2021-07-11T20:09:59,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:09:59,2021-07-11T20:10:32,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:10:32,2021-07-11T20:11:04,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:11:04,2021-07-11T20:11:36,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:11:36,2021-07-11T20:12:08,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:12:08,2021-07-11T20:12:40,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:12:40,2021-07-11T20:13:12,C:\WINDOWS\system32\ApplicationFrameHost.exe
16400,,ApplicationFrameHost,Application Frame Host,Settings,2021-07-11T20:13:12,2021-07-11T20:13:44,C:\WINDOWS\system32\ApplicationFrameHost.exe
