FullName,Name,LastWriteTime,LastAccessTime,Extension,Directory,Relevance,Open,Type
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-07T19-16-23.csv,log-2020-12-07T19-16-23.csv,2020-12-07T23:47:13,2021-05-29T23:14:28,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,0.023077989641363563,False,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-08T19-05-54.csv,log-2020-12-08T19-05-54.csv,2020-12-08T19:32:18,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-09T08-36-47.csv,log-2020-12-09T08-36-47.csv,2020-12-09T10:23:28,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-10T12-44-49.csv,log-2020-12-10T12-44-49.csv,2020-12-10T14:44:17,2021-05-29T23:14:28,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,0.023077989641363563,False,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-12T21-25-19.csv,log-2020-12-12T21-25-19.csv,2020-12-13T00:00:59,2021-09-22T19:13:55,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-14T10-36-08.csv,log-2020-12-14T10-36-08.csv,2020-12-14T10:36:11,2021-09-22T19:12:35,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-15T18-20-23.csv,log-2020-12-15T18-20-23.csv,2020-12-15T19:59:22,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-16T18-59-59 (conflicted).csv,log-2020-12-16T18-59-59 (conflicted).csv,2020-12-16T22:58:59,2021-09-22T19:14:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-16T18-59-59.csv,log-2020-12-16T18-59-59.csv,2020-12-16T23:48:42,2021-09-22T19:15:24,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-17T12-32-08.csv,log-2020-12-17T12-32-08.csv,2020-12-17T14:17:05,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-17T14-38-36.csv,log-2020-12-17T14-38-36.csv,2020-12-18T14:24:23,2021-05-29T23:14:28,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,0.023077989641363563,False,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-18T14-25-38.csv,log-2020-12-18T14-25-38.csv,2020-12-18T14:35:00,2021-05-29T23:14:28,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,0.023077989641363563,False,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-18T14-37-56.csv,log-2020-12-18T14-37-56.csv,2020-12-18T15:54:12,2021-09-22T19:14:22,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-18T16-50-35.csv,log-2020-12-18T16-50-35.csv,2020-12-18T16:52:11,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-18T18-51-07.csv,log-2020-12-18T18-51-07.csv,2020-12-18T22:55:57,2021-09-22T19:13:47,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-21T23-51-03.csv,log-2020-12-21T23-51-03.csv,2020-12-22T00:12:19,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-22T19-26-51.csv,log-2020-12-22T19-26-51.csv,2020-12-22T21:25:35,2021-05-29T23:14:28,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,0.023077989641363563,False,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-24T12-56-10.csv,log-2020-12-24T12-56-10.csv,2020-12-24T12:56:11,2021-09-22T19:12:35,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-24T12-57-33.csv,log-2020-12-24T12-57-33.csv,2020-12-24T13:04:59,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-24T13-06-50.csv,log-2020-12-24T13-06-50.csv,2020-12-24T13:06:51,2021-09-22T19:12:35,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-24T13-08-27 (conflicted 1).csv,log-2020-12-24T13-08-27 (conflicted 1).csv,2020-12-24T18:40:49,2021-09-22T19:16:57,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-24T13-08-27 (conflicted 2).csv,log-2020-12-24T13-08-27 (conflicted 2).csv,2020-12-24T19:13:24,2021-09-22T19:17:19,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-24T13-08-27 (conflicted).csv,log-2020-12-24T13-08-27 (conflicted).csv,2020-12-24T18:16:12,2021-09-22T19:16:42,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-24T13-08-27.csv,log-2020-12-24T13-08-27.csv,2020-12-24T19:56:01,2021-09-22T19:17:51,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-24T19-16-43.csv,log-2020-12-24T19-16-43.csv,2020-12-24T19:16:44,2021-09-22T19:12:35,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-24T19-18-20.csv,log-2020-12-24T19-18-20.csv,2020-12-24T20:02:48,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-24T20-08-24.csv,log-2020-12-24T20-08-24.csv,2020-12-24T20:08:25,2021-09-22T19:12:35,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-24T20-09-53.csv,log-2020-12-24T20-09-53.csv,2020-12-24T20:10:25,2021-09-22T19:12:35,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-24T20-11-49.csv,log-2020-12-24T20-11-49.csv,2020-12-24T20:43:51,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-24T20-12-18.csv,log-2020-12-24T20-12-18.csv,2020-12-24T20:15:57,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-24T20-48-18.csv,log-2020-12-24T20-48-18.csv,2020-12-24T20:48:19,2021-09-22T19:12:35,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-25T07-02-25.csv,log-2020-12-25T07-02-25.csv,2020-12-25T07:39:11,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-25T10-17-10.csv,log-2020-12-25T10-17-10.csv,2020-12-25T10:48:21,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-25T10-56-48.csv,log-2020-12-25T10-56-48.csv,2020-12-25T11:08:42,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-25T12-00-45.csv,log-2020-12-25T12-00-45.csv,2020-12-25T12:00:46,2021-09-22T19:12:35,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-25T15-13-13.csv,log-2020-12-25T15-13-13.csv,2020-12-25T15:21:35,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-26T19-21-48.csv,log-2020-12-26T19-21-48.csv,2020-12-26T19:21:50,2021-09-22T19:12:35,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-26T19-45-15.csv,log-2020-12-26T19-45-15.csv,2020-12-26T22:38:08,2021-05-29T23:14:28,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,0.023077989641363563,False,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-26T22-38-40.csv,log-2020-12-26T22-38-40.csv,2020-12-26T22:46:58,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-28T17-39-06.csv,log-2020-12-28T17-39-06.csv,2020-12-29T01:10:50,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-29T01-11-57.csv,log-2020-12-29T01-11-57.csv,2020-12-29T05:18:00,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-29T09-20-18 (conflicted 1).csv,log-2020-12-29T09-20-18 (conflicted 1).csv,2020-12-29T13:28:07,2021-09-22T19:15:32,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-29T09-20-18 (conflicted).csv,log-2020-12-29T09-20-18 (conflicted).csv,2020-12-29T12:59:33,2021-09-22T19:15:22,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-29T09-20-18 [conflicted].csv,log-2020-12-29T09-20-18 [conflicted].csv,2020-12-29T13:25:19,2021-09-22T19:15:32,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-29T09-20-18.csv,log-2020-12-29T09-20-18.csv,2020-12-29T20:30:47,2021-09-22T19:17:24,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-30T08-00-19.csv,log-2020-12-30T08-00-19.csv,2020-12-30T11:59:47,2021-09-22T19:15:28,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2020-12-31T10-11-12.csv,log-2020-12-31T10-11-12.csv,2020-12-31T13:43:55,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-04T21-02-30.csv,log-2021-01-04T21-02-30.csv,2021-01-04T21:04:05,2021-09-22T19:12:35,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-05T18-06-10 (conflicted 1).csv,log-2021-01-05T18-06-10 (conflicted 1).csv,2021-01-05T19:04:32,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-05T18-06-10 (conflicted 2).csv,log-2021-01-05T18-06-10 (conflicted 2).csv,2021-01-05T19:06:37,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-05T18-06-10 (conflicted 3).csv,log-2021-01-05T18-06-10 (conflicted 3).csv,2021-01-05T19:45:43,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-05T18-06-10 (conflicted 4).csv,log-2021-01-05T18-06-10 (conflicted 4).csv,2021-01-05T19:51:27,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-05T18-06-10 (conflicted).csv,log-2021-01-05T18-06-10 (conflicted).csv,2021-01-05T19:03:29,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-05T18-06-10.csv,log-2021-01-05T18-06-10.csv,2021-01-05T22:28:59,2021-09-22T19:15:30,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-09T13-25-54.csv,log-2021-01-09T13-25-54.csv,2021-01-09T18:51:57,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-10T18-07-22.csv,log-2021-01-10T18-07-22.csv,2021-01-10T23:32:45,2021-09-22T19:15:38,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-11T16-51-37.csv,log-2021-01-11T16-51-37.csv,2021-01-11T20:37:37,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-11T20-48-11.csv,log-2021-01-11T20-48-11.csv,2021-01-11T21:49:36,2021-09-22T19:12:35,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-12T18-14-09.csv,log-2021-01-12T18-14-09.csv,2021-01-12T18:17:50,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-13T16-54-43.csv,log-2021-01-13T16-54-43.csv,2021-01-13T22:41:22,2021-09-22T19:13:57,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-16T21-09-02.csv,log-2021-01-16T21-09-02.csv,2021-01-16T23:39:11,2021-09-22T19:14:16,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-17T23-10-36.csv,log-2021-01-17T23-10-36.csv,2021-01-18T00:07:57,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-18T00-09-10.csv,log-2021-01-18T00-09-10.csv,2021-01-18T00:17:49,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-18T19-32-18.csv,log-2021-01-18T19-32-18.csv,2021-01-19T00:50:43,2021-09-22T19:15:56,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-21T14-34-18.csv,log-2021-01-21T14-34-18.csv,2021-01-21T14:40:36,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-21T18-32-35.csv,log-2021-01-21T18-32-35.csv,2021-01-21T18:49:55,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-22T13-31-20.csv,log-2021-01-22T13-31-20.csv,2021-01-23T16:48:13,2021-09-22T19:17:03,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-23T22-30-30.csv,log-2021-01-23T22-30-30.csv,2021-01-23T23:20:56,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-24T20-25-59 (conflicted).csv,log-2021-01-24T20-25-59 (conflicted).csv,2021-01-24T21:14:03,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-24T20-25-59.csv,log-2021-01-24T20-25-59.csv,2021-01-25T00:18:34,2021-09-22T19:16:02,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-25T17-50-53 (conflicted).csv,log-2021-01-25T17-50-53 (conflicted).csv,2021-01-25T22:16:12,2021-09-22T19:15:00,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-01-25T17-50-53.csv,log-2021-01-25T17-50-53.csv,2021-01-25T22:23:34,2021-09-22T19:15:18,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-02-01T20-43-13.csv,log-2021-02-01T20-43-13.csv,2021-02-01T23:32:18,2021-09-22T19:14:29,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-02-05T23-05-31.csv,log-2021-02-05T23-05-31.csv,2021-02-05T23:06:03,2021-09-22T19:12:35,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-02-06T08-40-53.csv,log-2021-02-06T08-40-53.csv,2021-02-06T23:18:57,2021-09-22T19:15:13,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-02-07T20-00-46.csv,log-2021-02-07T20-00-46.csv,2021-02-07T22:39:55,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-02-16T19-39-02.csv,log-2021-02-16T19-39-02.csv,2021-02-16T23:07:45,2021-09-22T19:16:56,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-02-18T20-48-48.csv,log-2021-02-18T20-48-48.csv,2021-02-19T09:07:36,2021-09-22T19:15:11,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-02-19T09-30-14.csv,log-2021-02-19T09-30-14.csv,2021-02-19T13:53:21,2021-09-22T19:16:38,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-02-21T18-48-25.csv,log-2021-02-21T18-48-25.csv,2021-02-24T00:39:44,2021-09-22T19:20:42,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-02-28T18-50-11.csv,log-2021-02-28T18-50-11.csv,2021-02-28T18:50:43,2021-09-22T19:12:35,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-02-28T18-52-08.csv,log-2021-02-28T18-52-08.csv,2021-02-28T18:56:19,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-02-28T18-59-04.csv,log-2021-02-28T18-59-04.csv,2021-02-28T19:01:11,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-02-28T19-03-52.csv,log-2021-02-28T19-03-52.csv,2021-02-28T23:06:29,2021-09-22T19:15:46,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-02-28T19-48-37 (conflicted).csv,log-2021-02-28T19-48-37 (conflicted).csv,2021-02-28T20:27:15,2021-09-22T19:13:01,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-02-28T19-48-37.csv,log-2021-02-28T19-48-37.csv,2021-02-28T20:42:11,2021-09-22T19:13:54,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-03-02T07-34-47.csv,log-2021-03-02T07-34-47.csv,2021-03-02T07:41:36,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-03-02T22-42-04.csv,log-2021-03-02T22-42-04.csv,2021-03-03T00:56:13,2021-05-29T23:14:28,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,0.023077989641363563,False,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-03-03T20-54-44.csv,log-2021-03-03T20-54-44.csv,2021-03-03T23:46:06,2021-09-22T19:15:43,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-03-03T23-48-08.csv,log-2021-03-03T23-48-08.csv,2021-03-03T23:48:42,2021-09-22T19:12:35,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-03-07T18-58-40 (conflicted).csv,log-2021-03-07T18-58-40 (conflicted).csv,2021-03-09T20:24:29,2021-09-22T19:16:02,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-03-07T18-58-40.csv,log-2021-03-07T18-58-40.csv,2021-03-09T22:15:49,2021-09-22T19:16:27,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-03-23T16-44-12.csv,log-2021-03-23T16-44-12.csv,2021-03-23T21:00:07,2021-05-29T23:14:28,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,0.023077989641363563,False,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-03-24T13-12-42.csv,log-2021-03-24T13-12-42.csv,2021-03-28T14:04:10,2021-05-29T23:14:28,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,0.023077989641363563,False,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-03-28T14-06-35.csv,log-2021-03-28T14-06-35.csv,2021-03-29T00:34:57,2021-09-22T19:14:00,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-03-29T22-04-26.csv,log-2021-03-29T22-04-26.csv,2021-03-29T23:49:25,2021-05-29T23:14:29,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,0.023077989641363563,False,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-04-01T17-04-27.csv,log-2021-04-01T17-04-27.csv,2021-04-01T23:49:39,2021-09-22T19:16:41,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-04-03T11-27-55 (conflicted).csv,log-2021-04-03T11-27-55 (conflicted).csv,2021-04-03T19:31:51,2021-09-22T19:14:33,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-04-03T11-27-55.csv,log-2021-04-03T11-27-55.csv,2021-04-03T23:16:28,2021-09-22T19:15:46,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-04-03T23-21-04.csv,log-2021-04-03T23-21-04.csv,2021-04-03T23:27:02,2021-09-22T19:12:35,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
C:\Users\GiladHecht\Workspace\workspacesManager\logs\log-2021-04-04T19-17-23.csv,log-2021-04-04T19-17-23.csv,2021-04-04T19:27:36,2021-09-22T19:12:36,.csv,C:\Users\GiladHecht\Workspace\workspacesManager\logs,92.12162344144838,True,csv
